# cid2code.txt (Version 05/10/2001)
#
# The data in this table contains 25 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5078 "Adobe-Japan1-4 Character Collection for CID-Keyed Fonts":
#
# http://partners.adobe.com/asn/developer/technotes.html
#
# This table contains lists CIDs 0 through 15443 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 25, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "H" and "V" CMaps (JIS X
#   0208:1997 character set, ISO-2022-JP encoding).
#
# o Column 3: Character codes for the "RKSJ-H" and "RKSJ-V" CMaps (JIS
#   X 0208:1997 character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "EUC-H" and "EUC-V" CMaps (JIS
#   X 0208:1997 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 5: Character codes for the "83pv-RKSJ-H" CMap (KanjiTalk
#   Version 6 character set, Shift-JIS encoding, proportional Latin
#   characters).
#
# o Column 6: Character codes for the "Add-H" and "Add-V" CMaps
#   (Fujitsu character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 7: Character codes for the "Add-RKSJ-H" and "Add-RKSJ-V"
#   CMaps (Fujitsu character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 8: Character codes for the "Ext-H" and "Ext-V" CMaps (NEC
#   character set, ISO-2022-JP encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "Ext-RKSJ-H" and "Ext-RKSJ-V"
#   CMaps (NEC character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 10: Character codes for the "NWP-H" and "NWP-V" CMaps (NEC
#   Bungo character set, ISO-2022-JP encoding).
#
# o Column 11: Character codes for the "90pv-RKSJ-H" and "90pv-RKSJ-V"
#   CMap (KanjiTalk Version 7 character set, Shift-JIS encoding,
#   proportional Latin characters).
#
# o Column 12: Character codes for the "90ms-RKSJ-H" and "90ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, half-width Latin characters).
#
# o Column 13: Character codes for the "90msp-RKSJ-H" and "90msp-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "78-H" and "78-V" CMaps (JIS C
#   6226-1978 character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 15: Character codes for the "78-RKSJ-H" and "78-RKSJ-V"
#   CMaps (JIS C 6226-1978 character set, Shift-JIS encoding,
#   half-width Latin characters).
#
# o Column 16: Character codes for the "78ms-RKSJ-H" and "78ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, JIS C 6226-1978
#   glyphs, Shift-JIS encoding, half-width Latin characters).
#
# o Column 17: Character codes for the "78-EUC-H" and "78-EUC-V" CMaps
#   (JIS C 6226-1978 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 18: Character codes for the "UniJIS-UCS2-H" and
#   "UniJIS-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "UniJIS-UCS2-HW-H" and
#   "UniJIS-UCS2-HW-V" CMaps (Unicode UCS-2/UTF-16 encoding,
#   half-width Latin characters).
#
# o Column 20: Character codes for the "UniJIS-UTF8-H" and
#   "UniJIS-UTF8-V" CMaps (Unicode UTF-8 encoding, proportional Latin
#   characters).
#
# o Columns 21-25: The CMap files for these five columns specify one-
#   byte encodings only: Hiragana, Katakana, Hankaku, Roman, and WP-
#   Symbol.
#
# NOTE: The three new "Pro" CMap files differ from their non-Pro
#       counterparts as follows:
#
#                    UniJISPro-UCS2-V  UniJIS-UCS2-V
#       U+2018       12173             8281
#       U+2019       12174             8282
#       U+201C        7956             8279
#       U+201D        7957             8280
#       U+337B       12044              n/a
#       U+337C       12043              n/a
#       U+337D       12042              n/a
#       U+337E       12041              n/a
#       U+FF1A       12101              n/a
#
#       The UniJISPro-UCS2-HW-V and UniJIS-UCS2-HW-V CMap files share
#       the same differences.
#
#                    UniJISPro-UTF8-V  UniJIS-UTF8-V
#       0xE28098     12173             8281
#       0xE28099     12174             8282
#       0xE2809C      7956             8279
#       0xE2809D      7957             8280
#       0xE38DBB     12044              n/a
#       0xE38DBC     12043              n/a
#       0xE38DBD     12042              n/a
#       0xE38DBE     12041              n/a
#       0xEFBC9A     12101              n/a
#
CID	H	RKSJ	EUC	83pv-RKSJ	Add	Add-RKSJ	Ext	Ext-RKSJ	NWP	90pv-RKSJ	90ms-RKSJ	90msp-RKSJ	78	78-RKSJ	78ms-RKSJ	78-EUC	UniJIS-UCS2	UniJIS-UCS2-HW	UniJIS-UTF8	Hiragana	Katakana	Hankaku	Roman	WP-Symbol
3635	4a63	95e1	cae3	95e1	4a63	95e1	4a63	95e1	4a63	95e1	95e1	95e1	4a63	95e1	95e1	cae3	752b	*	e794ab	*	*	*	*	*
3636	4a64	95e2	cae4	95e2	4a64	95e2	4a64	95e2	4a64	95e2	95e2	95e2	4a64	95e2	95e2	cae4	88dc	*	e8a39c	*	*	*	*	*
3637	4a65	95e3	cae5	95e3	4a65	95e3	4a65	95e3	4a65	95e3	95e3	95e3	4a65	95e3	95e3	cae5	8f14	*	e8bc94	*	*	*	*	*
3638	4a66	95e4	cae6	95e4	4a66	95e4	4a66	95e4	4a66	95e4	95e4	95e4	4a66	95e4	95e4	cae6	7a42	*	e7a982	*	*	*	*	*
3639	4a67	95e5	cae7	95e5	4a67	95e5	4a67	95e5	4a67	95e5	95e5	95e5	4a67	95e5	95e5	cae7	52df	*	e58b9f	*	*	*	*	*
3640	4a68	95e6	cae8	95e6	4a68	95e6	4a68	95e6	4a68	95e6	95e6	95e6	4a68	95e6	95e6	cae8	5893	*	e5a293	*	*	*	*	*
3641	4a69	95e7	cae9	95e7	4a69	95e7	4a69	95e7	4a69	95e7	95e7	95e7	4a69	95e7	95e7	cae9	6155	*	e68595	*	*	*	*	*
3642	4a6a	95e8	caea	95e8	4a6a	95e8	4a6a	95e8	4a6a	95e8	95e8	95e8	4a6a	95e8	95e8	caea	620a	*	e6888a	*	*	*	*	*
3643	4a6b	95e9	caeb	95e9	4a6b	95e9	4a6b	95e9	4a6b	95e9	95e9	95e9	4a6b	95e9	95e9	caeb	66ae	*	e69aae	*	*	*	*	*
3644	4a6c	95ea	caec	95ea	4a6c	95ea	4a6c	95ea	4a6c	95ea	95ea	95ea	4a6c	95ea	95ea	caec	2e9f,6bcd	*	e2ba9f,e6af8d	*	*	*	*	*
3645	4a6d	95eb	caed	95eb	4a6d	95eb	4a6d	95eb	4a6d	95eb	95eb	95eb	4a6d	95eb	95eb	caed	7c3f	*	e7b0bf	*	*	*	*	*
3646	4a6e	95ec	caee	95ec	4a6e	95ec	4a6e	95ec	4a6e	95ec	95ec	95ec	4a6e	95ec	95ec	caee	83e9	*	e88fa9	*	*	*	*	*
3647	4a6f	95ed	caef	95ed	4a6f	95ed	4a6f	95ed	4a6f	95ed	95ed	95ed	4a6f	95ed	95ed	caef	5023	*	e580a3	*	*	*	*	*
3648	4a70	95ee	caf0	95ee	4a70	95ee	4a70	95ee	4a70	95ee	95ee	95ee	4a70	95ee	95ee	caf0	4ff8	*	e4bfb8	*	*	*	*	*
3649	4a71	95ef	caf1	95ef	4a71	95ef	4a71	95ef	4a71	95ef	95ef	95ef	4a71	95ef	95ef	caf1	5305	*	e58c85	*	*	*	*	*
3650	4a72	95f0	caf2	95f0	4a72	95f0	4a72	95f0	4a72	95f0	95f0	95f0	4a72	95f0	95f0	caf2	5446	*	e59186	*	*	*	*	*
3651	4a73	95f1	caf3	95f1	4a73	95f1	4a73	95f1	4a73	95f1	95f1	95f1	4a73	95f1	95f1	caf3	5831	*	e5a0b1	*	*	*	*	*
3652	4a74	95f2	caf4	95f2	4a74	95f2	4a74	95f2	4a74	95f2	95f2	95f2	4a74	95f2	95f2	caf4	5949	*	e5a589	*	*	*	*	*
3653	4a75	95f3	caf5	95f3	4a75	95f3	4a75	95f3	4a75	95f3	95f3	95f3	4a75	95f3	95f3	caf5	5b9d	*	e5ae9d	*	*	*	*	*
3654	4a76	95f4	caf6	95f4	4a76	95f4	4a76	95f4	4a76	95f4	95f4	95f4	4a76	95f4	95f4	caf6	5cf0	*	e5b3b0	*	*	*	*	*
3655	4a77	95f5	caf7	95f5	4a77	95f5	4a77	95f5	4a77	95f5	95f5	95f5	4a77	95f5	95f5	caf7	5cef	*	e5b3af	*	*	*	*	*
3656	4a78	95f6	caf8	95f6	4a78	95f6	4a78	95f6	4a78	95f6	95f6	95f6	4a78	95f6	95f6	caf8	5d29	*	e5b4a9	*	*	*	*	*
3657	4a79	95f7	caf9	95f7	*	*	*	*	*	95f7	95f7	95f7	*	*	*	*	5e96	*	e5ba96	*	*	*	*	*
3658	4a7a	95f8	cafa	95f8	4a7a	95f8	4a7a	95f8	4a7a	95f8	95f8	95f8	4a7a	95f8	95f8	cafa	62b1	*	e68ab1	*	*	*	*	*
3659	4a7b	95f9	cafb	95f9	4a7b	95f9	4a7b	95f9	4a7b	95f9	95f9	95f9	4a7b	95f9	95f9	cafb	6367	*	e68da7	*	*	*	*	*
3660	4a7c	95fa	cafc	95fa	4a7c	95fa	4a7c	95fa	4a7c	95fa	95fa	95fa	4a7c	95fa	95fa	cafc	653e	*	e694be	*	*	*	*	*
3661	4a7d	95fb	cafd	95fb	4a7d	95fb	4a7d	95fb	4a7d	95fb	95fb	95fb	4a7d	95fb	95fb	cafd	2f45,65b9	*	e2bd85,e696b9	*	*	*	*	*
3662	4a7e	95fc	cafe	95fc	4a7e	95fc	4a7e	95fc	4a7e	95fc	95fc	95fc	4a7e	95fc	95fc	cafe	670b	*	e69c8b	*	*	*	*	*
3663	4b21	9640	cba1	9640	4b21	9640	4b21	9640	4b21	9640	9640	9640	4b21	9640	9640	cba1	6cd5	*	e6b395	*	*	*	*	*
3664	4b22	9641	cba2	9641	4b22	9641	*	*	*	9641	9641	9641	*	*	*	*	6ce1	*	e6b3a1	*	*	*	*	*
3665	4b23	9642	cba3	9642	4b23	9642	4b23	9642	4b23	9642	9642	9642	4b23	9642	9642	cba3	70f9	*	e783b9	*	*	*	*	*
3666	4b24	9643	cba4	9643	4b24	9643	4b24	9643	4b24	9643	9643	9643	4b24	9643	9643	cba4	7832	*	e7a0b2	*	*	*	*	*
3667	4b25	9644	cba5	9644	4b25	9644	4b25	9644	4b25	9644	9644	9644	4b25	9644	9644	cba5	7e2b	*	e7b8ab	*	*	*	*	*
3668	4b26	9645	cba6	9645	4b26	9645	4b26	9645	4b26	9645	9645	9645	4b26	9645	9645	cba6	80de	*	e8839e	*	*	*	*	*
3669	4b27	9646	cba7	9646	4b27	9646	4b27	9646	4b27	9646	9646	9646	4b27	9646	9646	cba7	82b3	*	e88ab3	*	*	*	*	*
3670	4b28	9647	cba8	9647	4b28	9647	4b28	9647	4b28	9647	9647	9647	4b28	9647	9647	cba8	840c	*	e8908c	*	*	*	*	*
3671	4b29	9648	cba9	9648	*	*	*	*	*	9648	9648	9648	*	*	*	*	84ec	*	e893ac	*	*	*	*	*
3672	4b2a	9649	cbaa	9649	4b2a	9649	4b2a	9649	4b2a	9649	9649	9649	4b2a	9649	9649	cbaa	8702	*	e89c82	*	*	*	*	*
3673	4b2b	964a	cbab	964a	4b2b	964a	4b2b	964a	4b2b	964a	964a	964a	4b2b	964a	964a	cbab	8912	*	e8a492	*	*	*	*	*
3674	4b2c	964b	cbac	964b	4b2c	964b	4b2c	964b	4b2c	964b	964b	964b	4b2c	964b	964b	cbac	8a2a	*	e8a8aa	*	*	*	*	*
3675	4b2d	964c	cbad	964c	4b2d	964c	4b2d	964c	4b2d	964c	964c	964c	4b2d	964c	964c	cbad	8c4a	*	e8b18a	*	*	*	*	*
3676	4b2e	964d	cbae	964d	4b2e	964d	4b2e	964d	4b2e	964d	964d	964d	4b2e	964d	964d	cbae	90a6	*	e982a6	*	*	*	*	*
3677	4b2f	964e	cbaf	964e	4b2f	964e	4b2f	964e	4b2f	964e	964e	964e	4b2f	964e	964e	cbaf	92d2	*	e98b92	*	*	*	*	*
3678	4b30	964f	cbb0	964f	4b30	964f	4b30	964f	4b30	964f	964f	964f	4b30	964f	964f	cbb0	98fd	*	e9a3bd	*	*	*	*	*
3679	4b31	9650	cbb1	9650	4b31	9650	4b31	9650	4b31	9650	9650	9650	4b31	9650	9650	cbb1	9cf3	*	e9b3b3	*	*	*	*	*
3680	4b32	9651	cbb2	9651	4b32	9651	4b32	9651	4b32	9651	9651	9651	4b32	9651	9651	cbb2	9d6c	*	e9b5ac	*	*	*	*	*
3681	4b33	9652	cbb3	9652	4b33	9652	4b33	9652	4b33	9652	9652	9652	4b33	9652	9652	cbb3	4e4f	*	e4b98f	*	*	*	*	*
3682	4b34	9653	cbb4	9653	4b34	9653	4b34	9653	4b34	9653	9653	9653	4b34	9653	9653	cbb4	4ea1	*	e4baa1	*	*	*	*	*
3683	4b35	9654	cbb5	9654	4b35	9654	4b35	9654	4b35	9654	9654	9654	4b35	9654	9654	cbb5	508d	*	e5828d	*	*	*	*	*
3684	4b36	9655	cbb6	9655	4b36	9655	4b36	9655	4b36	9655	9655	9655	4b36	9655	9655	cbb6	5256	*	e58996	*	*	*	*	*
3685	4b37	9656	cbb7	9656	4b37	9656	4b37	9656	4b37	9656	9656	9656	4b37	9656	9656	cbb7	574a	*	e59d8a	*	*	*	*	*
3686	4b38	9657	cbb8	9657	4b38	9657	4b38	9657	4b38	9657	9657	9657	4b38	9657	9657	cbb8	59a8	*	e5a6a8	*	*	*	*	*
3687	4b39	9658	cbb9	9658	4b39	9658	4b39	9658	4b39	9658	9658	9658	4b39	9658	9658	cbb9	5e3d	*	e5b8bd	*	*	*	*	*
3688	4b3a	9659	cbba	9659	4b3a	9659	4b3a	9659	4b3a	9659	9659	9659	4b3a	9659	9659	cbba	5fd8	*	e5bf98	*	*	*	*	*
3689	4b3b	965a	cbbb	965a	4b3b	965a	4b3b	965a	4b3b	965a	965a	965a	4b3b	965a	965a	cbbb	5fd9	*	e5bf99	*	*	*	*	*
3690	4b3c	965b	cbbc	965b	4b3c	965b	4b3c	965b	4b3c	965b	965b	965b	4b3c	965b	965b	cbbc	623f	*	e688bf	*	*	*	*	*
3691	4b3d	965c	cbbd	965c	4b3d	965c	4b3d	965c	4b3d	965c	965c	965c	4b3d	965c	965c	cbbd	66b4	*	e69ab4	*	*	*	*	*
3692	4b3e	965d	cbbe	965d	4b3e	965d	4b3e	965d	4b3e	965d	965d	965d	4b3e	965d	965d	cbbe	671b	*	e69c9b	*	*	*	*	*
3693	4b3f	965e	cbbf	965e	4b3f	965e	4b3f	965e	4b3f	965e	965e	965e	4b3f	965e	965e	cbbf	67d0	*	e69f90	*	*	*	*	*
3694	4b40	965f	cbc0	965f	4b40	965f	4b40	965f	4b40	965f	965f	965f	4b40	965f	965f	cbc0	68d2	*	e6a392	*	*	*	*	*
3695	4b41	9660	cbc1	9660	4b41	9660	4b41	9660	4b41	9660	9660	9660	4b41	9660	9660	cbc1	5192	*	e58692	*	*	*	*	*
3696	4b42	9661	cbc2	9661	4b42	9661	4b42	9661	4b42	9661	9661	9661	4b42	9661	9661	cbc2	7d21	*	e7b4a1	*	*	*	*	*
3697	4b43	9662	cbc3	9662	4b43	9662	4b43	9662	4b43	9662	9662	9662	4b43	9662	9662	cbc3	80aa	*	e882aa	*	*	*	*	*
3698	4b44	9663	cbc4	9663	4b44	9663	4b44	9663	4b44	9663	9663	9663	4b44	9663	9663	cbc4	81a8	*	e886a8	*	*	*	*	*
3699	4b45	9664	cbc5	9664	4b45	9664	4b45	9664	4b45	9664	9664	9664	4b45	9664	9664	cbc5	8b00	*	e8ac80	*	*	*	*	*
3700	4b46	9665	cbc6	9665	4b46	9665	4b46	9665	4b46	9665	9665	9665	4b46	9665	9665	cbc6	8c8c	*	e8b28c	*	*	*	*	*
3701	4b47	9666	cbc7	9666	4b47	9666	4b47	9666	4b47	9666	9666	9666	4b47	9666	9666	cbc7	8cbf	*	e8b2bf	*	*	*	*	*
3702	4b48	9667	cbc8	9667	4b48	9667	4b48	9667	4b48	9667	9667	9667	4b48	9667	9667	cbc8	927e	*	e989be	*	*	*	*	*
3703	4b49	9668	cbc9	9668	4b49	9668	4b49	9668	4b49	9668	9668	9668	4b49	9668	9668	cbc9	9632	*	e998b2	*	*	*	*	*
3704	4b4a	9669	cbca	9669	4b4a	9669	4b4a	9669	4b4a	9669	9669	9669	4b4a	9669	9669	cbca	5420	*	e590a0	*	*	*	*	*
3705	4b4b	966a	cbcb	966a	*	*	*	*	*	966a	966a	966a	*	*	*	*	982c	*	e9a0ac	*	*	*	*	*
3706	4b4c	966b	cbcc	966b	4b4c	966b	4b4c	966b	4b4c	966b	966b	966b	4b4c	966b	966b	cbcc	5317	*	e58c97	*	*	*	*	*
3707	4b4d	966c	cbcd	966c	4b4d	966c	4b4d	966c	4b4d	966c	966c	966c	4b4d	966c	966c	cbcd	50d5	*	e58395	*	*	*	*	*
3708	4b4e	966d	cbce	966d	4b4e	966d	4b4e	966d	4b4e	966d	966d	966d	4b4e	966d	966d	cbce	2f18,535c	*	e2bc98,e58d9c	*	*	*	*	*
3709	4b4f	966e	cbcf	966e	4b4f	966e	4b4f	966e	4b4f	966e	966e	966e	4b4f	966e	966e	cbcf	58a8	*	e5a2a8	*	*	*	*	*
3710	4b50	966f	cbd0	966f	4b50	966f	4b50	966f	4b50	966f	966f	966f	4b50	966f	966f	cbd0	64b2	*	e692b2	*	*	*	*	*
3711	4b51	9670	cbd1	9670	4b51	9670	4b51	9670	4b51	9670	9670	9670	4b51	9670	9670	cbd1	6734	*	e69cb4	*	*	*	*	*
3712	4b52	9671	cbd2	9671	4b52	9671	4b52	9671	4b52	9671	9671	9671	4b52	9671	9671	cbd2	7267	*	e789a7	*	*	*	*	*
3713	4b53	9672	cbd3	9672	4b53	9672	4b53	9672	4b53	9672	9672	9672	4b53	9672	9672	cbd3	7766	*	e79da6	*	*	*	*	*
3714	4b54	9673	cbd4	9673	4b54	9673	4b54	9673	4b54	9673	9673	9673	4b54	9673	9673	cbd4	7a46	*	e7a986	*	*	*	*	*
3715	4b55	9674	cbd5	9674	4b55	9674	4b55	9674	4b55	9674	9674	9674	4b55	9674	9674	cbd5	91e6	*	e987a6	*	*	*	*	*
3716	4b56	9675	cbd6	9675	4b56	9675	4b56	9675	4b56	9675	9675	9675	4b56	9675	9675	cbd6	52c3	*	e58b83	*	*	*	*	*
3717	4b57	9676	cbd7	9676	4b57	9676	4b57	9676	4b57	9676	9676	9676	4b57	9676	9676	cbd7	6ca1	*	e6b2a1	*	*	*	*	*
3718	4b58	9677	cbd8	9677	4b58	9677	4b58	9677	4b58	9677	9677	9677	4b58	9677	9677	cbd8	6b86	*	e6ae86	*	*	*	*	*
3719	4b59	9678	cbd9	9678	4b59	9678	4b59	9678	4b59	9678	9678	9678	4b59	9678	9678	cbd9	5800	*	e5a080	*	*	*	*	*
3720	4b5a	9679	cbda	9679	4b5a	9679	4b5a	9679	4b5a	9679	9679	9679	4b5a	9679	9679	cbda	5e4c	*	e5b98c	*	*	*	*	*
3721	4b5b	967a	cbdb	967a	4b5b	967a	4b5b	967a	4b5b	967a	967a	967a	4b5b	967a	967a	cbdb	5954	*	e5a594	*	*	*	*	*
3722	4b5c	967b	cbdc	967b	4b5c	967b	4b5c	967b	4b5c	967b	967b	967b	4b5c	967b	967b	cbdc	672c	*	e69cac	*	*	*	*	*
3723	4b5d	967c	cbdd	967c	4b5d	967c	4b5d	967c	4b5d	967c	967c	967c	4b5d	967c	967c	cbdd	7ffb	*	e7bfbb	*	*	*	*	*
3724	4b5e	967d	cbde	967d	4b5e	967d	4b5e	967d	4b5e	967d	967d	967d	4b5e	967d	967d	cbde	51e1	*	e587a1	*	*	*	*	*
3725	4b5f	967e	cbdf	967e	4b5f	967e	4b5f	967e	4b5f	967e	967e	967e	4b5f	967e	967e	cbdf	76c6	*	e79b86	*	*	*	*	*
3726	4b60	9680	cbe0	9680	4b60	9680	4b60	9680	4b60	9680	9680	9680	4b60	9680	9680	cbe0	6469	*	e691a9	*	*	*	*	*
3727	4b61	9681	cbe1	9681	4b61	9681	4b61	9681	4b61	9681	9681	9681	4b61	9681	9681	cbe1	78e8	*	e7a3a8	*	*	*	*	*
3728	4b62	9682	cbe2	9682	4b62	9682	4b62	9682	4b62	9682	9682	9682	4b62	9682	9682	cbe2	9b54	*	e9ad94	*	*	*	*	*
3729	4b63	9683	cbe3	9683	4b63	9683	4b63	9683	4b63	9683	9683	9683	4b63	9683	9683	cbe3	2fc7,9ebb	*	e2bf87,e9babb	*	*	*	*	*
3730	4b64	9684	cbe4	9684	4b64	9684	4b64	9684	4b64	9684	9684	9684	4b64	9684	9684	cbe4	57cb	*	e59f8b	*	*	*	*	*
3731	4b65	9685	cbe5	9685	4b65	9685	4b65	9685	4b65	9685	9685	9685	4b65	9685	9685	cbe5	59b9	*	e5a6b9	*	*	*	*	*
3732	4b66	9686	cbe6	9686	4b66	9686	4b66	9686	4b66	9686	9686	9686	4b66	9686	9686	cbe6	6627	*	e698a7	*	*	*	*	*
3733	4b67	9687	cbe7	9687	4b67	9687	4b67	9687	4b67	9687	9687	9687	4b67	9687	9687	cbe7	679a	*	e69e9a	*	*	*	*	*
3734	4b68	9688	cbe8	9688	4b68	9688	4b68	9688	4b68	9688	9688	9688	4b68	9688	9688	cbe8	6bce	*	e6af8e	*	*	*	*	*
3735	4b69	9689	cbe9	9689	4b69	9689	4b69	9689	4b69	9689	9689	9689	4b69	9689	9689	cbe9	54e9	*	e593a9	*	*	*	*	*
3736	4b6a	968a	cbea	968a	4b6a	968a	*	*	*	968a	968a	968a	*	*	*	*	69d9	*	e6a799	*	*	*	*	*
3737	4b6b	968b	cbeb	968b	4b6b	968b	4b6b	968b	4b6b	968b	968b	968b	4b6b	968b	968b	cbeb	5e55	*	e5b995	*	*	*	*	*
3738	4b6c	968c	cbec	968c	4b6c	968c	4b6c	968c	4b6c	968c	968c	968c	4b6c	968c	968c	cbec	819c	*	e8869c	*	*	*	*	*
3739	4b6d	968d	cbed	968d	4b6d	968d	4b6d	968d	4b6d	968d	968d	968d	4b6d	968d	968d	cbed	6795	*	e69e95	*	*	*	*	*
3740	4b6e	968e	cbee	968e	4b6e	968e	4b6e	968e	4b6e	968e	968e	968e	4b6e	968e	968e	cbee	9baa	*	e9aeaa	*	*	*	*	*
3741	4b6f	968f	cbef	968f	4b6f	968f	4b6f	968f	4b6f	968f	968f	968f	4b6f	968f	968f	cbef	67fe	*	e69fbe	*	*	*	*	*
3742	4b70	9690	cbf0	9690	*	*	*	*	*	9690	9690	9690	*	*	*	*	9c52	*	e9b192	*	*	*	*	*
3743	4b71	9691	cbf1	9691	4b71	9691	4b71	9691	4b71	9691	9691	9691	4b71	9691	9691	cbf1	685d	*	e6a19d	*	*	*	*	*
3744	4b72	9692	cbf2	9692	4b72	9692	4b72	9692	4b72	9692	9692	9692	4b72	9692	9692	cbf2	4ea6	*	e4baa6	*	*	*	*	*
3745	4b73	9693	cbf3	9693	4b73	9693	4b73	9693	4b73	9693	9693	9693	4b73	9693	9693	cbf3	4fe3	*	e4bfa3	*	*	*	*	*
3746	4b74	9694	cbf4	9694	4b74	9694	4b74	9694	4b74	9694	9694	9694	4b74	9694	9694	cbf4	2f1c,53c8	*	e2bc9c,e58f88	*	*	*	*	*
3747	4b75	9695	cbf5	9695	4b75	9695	4b75	9695	4b75	9695	9695	9695	4b75	9695	9695	cbf5	62b9	*	e68ab9	*	*	*	*	*
3748	4b76	9696	cbf6	9696	4b76	9696	4b76	9696	4b76	9696	9696	9696	4b76	9696	9696	cbf6	672b	*	e69cab	*	*	*	*	*
3749	4b77	9697	cbf7	9697	4b77	9697	4b77	9697	4b77	9697	9697	9697	4b77	9697	9697	cbf7	6cab	*	e6b2ab	*	*	*	*	*
3750	4b78	9698	cbf8	9698	*	*	4b78	9698	4b78	9698	9698	9698	*	*	*	*	8fc4	*	e8bf84	*	*	*	*	*
3751	4b79	9699	cbf9	9699	4b79	9699	5056	98d4	5056	9699	9699	9699	5056	98d4	98d4	d0d6	4fad	*	e4bead	*	*	*	*	*
3752	4b7a	969a	cbfa	969a	4b7a	969a	4b7a	969a	4b7a	969a	969a	969a	4b7a	969a	969a	cbfa	7e6d	*	e7b9ad	*	*	*	*	*
3753	4b7b	969b	cbfb	969b	4b7b	969b	4b7b	969b	4b7b	969b	969b	969b	4b7b	969b	969b	cbfb	9ebf	*	e9babf	*	*	*	*	*
3754	4b7c	969c	cbfc	969c	4b7c	969c	4b7c	969c	4b7c	969c	969c	969c	4b7c	969c	969c	cbfc	4e07	*	e4b887	*	*	*	*	*
3755	4b7d	969d	cbfd	969d	4b7d	969d	4b7d	969d	4b7d	969d	969d	969d	4b7d	969d	969d	cbfd	6162	*	e685a2	*	*	*	*	*
3756	4b7e	969e	cbfe	969e	4b7e	969e	4b7e	969e	4b7e	969e	969e	969e	4b7e	969e	969e	cbfe	6e80	*	e6ba80	*	*	*	*	*
3757	4c21	969f	cca1	969f	4c21	969f	4c21	969f	4c21	969f	969f	969f	4c21	969f	969f	cca1	6f2b	*	e6bcab	*	*	*	*	*
3758	4c22	96a0	cca2	96a0	4c22	96a0	4c22	96a0	4c22	96a0	96a0	96a0	4c22	96a0	96a0	cca2	8513	*	e89493	*	*	*	*	*
3759	4c23	96a1	cca3	96a1	4c23	96a1	4c23	96a1	4c23	96a1	96a1	96a1	4c23	96a1	96a1	cca3	5473	*	e591b3	*	*	*	*	*
3760	4c24	96a2	cca4	96a2	4c24	96a2	4c24	96a2	4c24	96a2	96a2	96a2	4c24	96a2	96a2	cca4	672a	*	e69caa	*	*	*	*	*
3761	4c25	96a3	cca5	96a3	4c25	96a3	4c25	96a3	4c25	96a3	96a3	96a3	4c25	96a3	96a3	cca5	9b45	*	e9ad85	*	*	*	*	*
3762	4c26	96a4	cca6	96a4	4c26	96a4	4c26	96a4	4c26	96a4	96a4	96a4	4c26	96a4	96a4	cca6	2e92,5df3	*	e2ba92,e5b7b3	*	*	*	*	*
3763	4c27	96a5	cca7	96a5	4c27	96a5	4c27	96a5	4c27	96a5	96a5	96a5	4c27	96a5	96a5	cca7	7b95	*	e7ae95	*	*	*	*	*
3764	4c28	96a6	cca8	96a6	4c28	96a6	4c28	96a6	4c28	96a6	96a6	96a6	4c28	96a6	96a6	cca8	5cac	*	e5b2ac	*	*	*	*	*
3765	4c29	96a7	cca9	96a7	4c29	96a7	4c29	96a7	4c29	96a7	96a7	96a7	4c29	96a7	96a7	cca9	5bc6	*	e5af86	*	*	*	*	*
3766	4c2a	96a8	ccaa	96a8	4c2a	96a8	4c2a	96a8	4c2a	96a8	96a8	96a8	4c2a	96a8	96a8	ccaa	871c	*	e89c9c	*	*	*	*	*
3767	4c2b	96a9	ccab	96a9	4c2b	96a9	4c2b	96a9	4c2b	96a9	96a9	96a9	4c2b	96a9	96a9	ccab	6e4a	*	e6b98a	*	*	*	*	*
