# cid2code.txt (Version 05/10/2001)
#
# The data in this table contains 25 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5078 "Adobe-Japan1-4 Character Collection for CID-Keyed Fonts":
#
# http://partners.adobe.com/asn/developer/technotes.html
#
# This table contains lists CIDs 0 through 15443 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 25, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "H" and "V" CMaps (JIS X
#   0208:1997 character set, ISO-2022-JP encoding).
#
# o Column 3: Character codes for the "RKSJ-H" and "RKSJ-V" CMaps (JIS
#   X 0208:1997 character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "EUC-H" and "EUC-V" CMaps (JIS
#   X 0208:1997 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 5: Character codes for the "83pv-RKSJ-H" CMap (KanjiTalk
#   Version 6 character set, Shift-JIS encoding, proportional Latin
#   characters).
#
# o Column 6: Character codes for the "Add-H" and "Add-V" CMaps
#   (Fujitsu character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 7: Character codes for the "Add-RKSJ-H" and "Add-RKSJ-V"
#   CMaps (Fujitsu character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 8: Character codes for the "Ext-H" and "Ext-V" CMaps (NEC
#   character set, ISO-2022-JP encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "Ext-RKSJ-H" and "Ext-RKSJ-V"
#   CMaps (NEC character set, Shift-JIS encoding, half-width Latin
#   characters).
#
# o Column 10: Character codes for the "NWP-H" and "NWP-V" CMaps (NEC
#   Bungo character set, ISO-2022-JP encoding).
#
# o Column 11: Character codes for the "90pv-RKSJ-H" and "90pv-RKSJ-V"
#   CMap (KanjiTalk Version 7 character set, Shift-JIS encoding,
#   proportional Latin characters).
#
# o Column 12: Character codes for the "90ms-RKSJ-H" and "90ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, half-width Latin characters).
#
# o Column 13: Character codes for the "90msp-RKSJ-H" and "90msp-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, Shift-JIS
#   encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "78-H" and "78-V" CMaps (JIS C
#   6226-1978 character set, ISO-2022-JP encoding, half-width Latin
#   characters).
#
# o Column 15: Character codes for the "78-RKSJ-H" and "78-RKSJ-V"
#   CMaps (JIS C 6226-1978 character set, Shift-JIS encoding,
#   half-width Latin characters).
#
# o Column 16: Character codes for the "78ms-RKSJ-H" and "78ms-RKSJ-V"
#   CMaps (Microsoft Windows 3.1J & 95J character set, JIS C 6226-1978
#   glyphs, Shift-JIS encoding, half-width Latin characters).
#
# o Column 17: Character codes for the "78-EUC-H" and "78-EUC-V" CMaps
#   (JIS C 6226-1978 character set, EUC-JP encoding, half-width Latin
#   characters).
#
# o Column 18: Character codes for the "UniJIS-UCS2-H" and
#   "UniJIS-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "UniJIS-UCS2-HW-H" and
#   "UniJIS-UCS2-HW-V" CMaps (Unicode UCS-2/UTF-16 encoding,
#   half-width Latin characters).
#
# o Column 20: Character codes for the "UniJIS-UTF8-H" and
#   "UniJIS-UTF8-V" CMaps (Unicode UTF-8 encoding, proportional Latin
#   characters).
#
# o Columns 21-25: The CMap files for these five columns specify one-
#   byte encodings only: Hiragana, Katakana, Hankaku, Roman, and WP-
#   Symbol.
#
# NOTE: The three new "Pro" CMap files differ from their non-Pro
#       counterparts as follows:
#
#                    UniJISPro-UCS2-V  UniJIS-UCS2-V
#       U+2018       12173             8281
#       U+2019       12174             8282
#       U+201C        7956             8279
#       U+201D        7957             8280
#       U+337B       12044              n/a
#       U+337C       12043              n/a
#       U+337D       12042              n/a
#       U+337E       12041              n/a
#       U+FF1A       12101              n/a
#
#       The UniJISPro-UCS2-HW-V and UniJIS-UCS2-HW-V CMap files share
#       the same differences.
#
#                    UniJISPro-UTF8-V  UniJIS-UTF8-V
#       0xE28098     12173             8281
#       0xE28099     12174             8282
#       0xE2809C      7956             8279
#       0xE2809D      7957             8280
#       0xE38DBB     12044              n/a
#       0xE38DBC     12043              n/a
#       0xE38DBD     12042              n/a
#       0xE38DBE     12041              n/a
#       0xEFBC9A     12101              n/a
#
CID	H	RKSJ	EUC	83pv-RKSJ	Add	Add-RKSJ	Ext	Ext-RKSJ	NWP	90pv-RKSJ	90ms-RKSJ	90msp-RKSJ	78	78-RKSJ	78ms-RKSJ	78-EUC	UniJIS-UCS2	UniJIS-UCS2-HW	UniJIS-UTF8	Hiragana	Katakana	Hankaku	Roman	WP-Symbol
8587	*	*	*	*	*	*	7b4a	ee69	*	*	ee69,fb86	ee69,fb86	*	*	ee69,fb86	*	fa1c	*	efa89c	*	*	*	*	*
8588	*	*	*	*	*	*	7b4b	ee6a	*	*	ee6a,fb87	ee6a,fb87	*	*	ee6a,fb87	*	7aeb	*	e7abab	*	*	*	*	*
8589	*	*	*	*	*	*	7b4c	ee6b	*	*	ee6b,fb88	ee6b,fb88	*	*	ee6b,fb88	*	7b9e	*	e7ae9e	*	*	*	*	*
8590	*	*	*	*	*	*	7b4d	ee6c	*	*	ee6c,fb89	ee6c,fb89	*	*	ee6c,fb89	*	fa1d	*	efa89d	*	*	*	*	*
8591	*	*	*	*	*	*	7b4e	ee6d	*	*	ee6d,fb8a	ee6d,fb8a	*	*	ee6d,fb8a	*	7d48	*	e7b588	*	*	*	*	*
8592	*	*	*	*	*	*	7b4f	ee6e	*	*	ee6e,fb8b	ee6e,fb8b	*	*	ee6e,fb8b	*	7d5c	*	e7b59c	*	*	*	*	*
8593	*	*	*	*	*	*	7b50	ee6f	*	*	ee6f,fb8c	ee6f,fb8c	*	*	ee6f,fb8c	*	7db7	*	e7b6b7	*	*	*	*	*
8594	*	*	*	*	*	*	7b51	ee70	*	*	ee70,fb8d	ee70,fb8d	*	*	ee70,fb8d	*	7da0	*	e7b6a0	*	*	*	*	*
8595	*	*	*	*	*	*	7b52	ee71	*	*	ee71,fb8e	ee71,fb8e	*	*	ee71,fb8e	*	7dd6	*	e7b796	*	*	*	*	*
8596	*	*	*	*	*	*	7b53	ee72	*	*	ee72,fb8f	ee72,fb8f	*	*	ee72,fb8f	*	7e52	*	e7b992	*	*	*	*	*
8597	*	*	*	*	*	*	7b54	ee73	*	*	ee73,fb90	ee73,fb90	*	*	ee73,fb90	*	7f47	*	e7bd87	*	*	*	*	*
8598	*	*	*	*	*	*	7b55	ee74	*	*	ee74,fb91	ee74,fb91	*	*	ee74,fb91	*	7fa1	*	e7bea1	*	*	*	*	*
8599	*	*	*	*	*	*	7b56	ee75	*	*	ee75,fb92	ee75,fb92	*	*	ee75,fb92	*	fa1e	*	efa89e	*	*	*	*	*
8600	*	*	*	*	*	*	7b57	ee76	*	*	ee76,fb93	ee76,fb93	*	*	ee76,fb93	*	8301	*	e88c81	*	*	*	*	*
8601	*	*	*	*	*	*	7b58	ee77	*	*	ee77,fb94	ee77,fb94	*	*	ee77,fb94	*	8362	*	e88da2	*	*	*	*	*
8602	*	*	*	*	*	*	7b59	ee78	*	*	ee78,fb95	ee78,fb95	*	*	ee78,fb95	*	837f	*	e88dbf	*	*	*	*	*
8603	*	*	*	*	*	*	7b5a	ee79	*	*	ee79,fb96	ee79,fb96	*	*	ee79,fb96	*	83c7	*	e88f87	*	*	*	*	*
8604	*	*	*	*	*	*	7b5b	ee7a	*	*	ee7a,fb97	ee7a,fb97	*	*	ee7a,fb97	*	83f6	*	e88fb6	*	*	*	*	*
8605	*	*	*	*	*	*	7b5c	ee7b	*	*	ee7b,fb98	ee7b,fb98	*	*	ee7b,fb98	*	8448	*	e89188	*	*	*	*	*
8606	*	*	*	*	*	*	7b5d	ee7c	*	*	ee7c,fb99	ee7c,fb99	*	*	ee7c,fb99	*	84b4	*	e892b4	*	*	*	*	*
8607	*	*	*	*	*	*	7b5e	ee7d	*	*	ee7d,fb9a	ee7d,fb9a	*	*	ee7d,fb9a	*	8553	*	e89593	*	*	*	*	*
8608	*	*	*	*	*	*	7b5f	ee7e	*	*	ee7e,fb9b	ee7e,fb9b	*	*	ee7e,fb9b	*	8559	*	e89599	*	*	*	*	*
8609	*	*	*	*	*	*	7b60	ee80	*	*	ee80,fb9c	ee80,fb9c	*	*	ee80,fb9c	*	856b	*	e895ab	*	*	*	*	*
8610	*	*	*	*	*	*	7b61	ee81	*	*	ee81,fb9d	ee81,fb9d	*	*	ee81,fb9d	*	fa1f	*	efa89f	*	*	*	*	*
8611	*	*	*	*	*	*	7b62	ee82	*	*	ee82,fb9e	ee82,fb9e	*	*	ee82,fb9e	*	85b0	*	e896b0	*	*	*	*	*
8612	*	*	*	*	*	*	7b63	ee83	*	*	ee83,fb9f	ee83,fb9f	*	*	ee83,fb9f	*	fa20	*	efa8a0	*	*	*	*	*
8613	*	*	*	*	*	*	7b64	ee84	*	*	ee84,fba0	ee84,fba0	*	*	ee84,fba0	*	fa21	*	efa8a1	*	*	*	*	*
8614	*	*	*	*	*	*	7b65	ee85	*	*	ee85,fba1	ee85,fba1	*	*	ee85,fba1	*	8807	*	e8a087	*	*	*	*	*
8615	*	*	*	*	*	*	7b66	ee86	*	*	ee86,fba2	ee86,fba2	*	*	ee86,fba2	*	88f5	*	e8a3b5	*	*	*	*	*
8616	*	*	*	*	*	*	7b67	ee87	*	*	ee87,fba3	ee87,fba3	*	*	ee87,fba3	*	8a12	*	e8a892	*	*	*	*	*
8617	*	*	*	*	*	*	7b68	ee88	*	*	ee88,fba4	ee88,fba4	*	*	ee88,fba4	*	8a37	*	e8a8b7	*	*	*	*	*
8618	*	*	*	*	*	*	7b69	ee89	*	*	ee89,fba5	ee89,fba5	*	*	ee89,fba5	*	8a79	*	e8a9b9	*	*	*	*	*
8619	*	*	*	*	*	*	7b6a	ee8a	*	*	ee8a,fba6	ee8a,fba6	*	*	ee8a,fba6	*	8aa7	*	e8aaa7	*	*	*	*	*
8620	*	*	*	*	*	*	7b6b	ee8b	*	*	ee8b,fba7	ee8b,fba7	*	*	ee8b,fba7	*	8abe	*	e8aabe	*	*	*	*	*
8621	*	*	*	*	*	*	7b6c	ee8c	*	*	ee8c,fba8	ee8c,fba8	*	*	ee8c,fba8	*	8adf	*	e8ab9f	*	*	*	*	*
8622	*	*	*	*	*	*	7b6d	ee8d	*	*	ee8d,fba9	ee8d,fba9	*	*	ee8d,fba9	*	fa22	*	efa8a2	*	*	*	*	*
8623	*	*	*	*	*	*	7b6e	ee8e	*	*	ee8e,fbaa	ee8e,fbaa	*	*	ee8e,fbaa	*	8af6	*	e8abb6	*	*	*	*	*
8624	*	*	*	*	*	*	7b6f	ee8f	*	*	ee8f,fbab	ee8f,fbab	*	*	ee8f,fbab	*	8b53	*	e8ad93	*	*	*	*	*
8625	*	*	*	*	*	*	7b70	ee90	*	*	ee90,fbac	ee90,fbac	*	*	ee90,fbac	*	8b7f	*	e8adbf	*	*	*	*	*
8626	*	*	*	*	*	*	7b71	ee91	*	*	ee91,fbad	ee91,fbad	*	*	ee91,fbad	*	8cf0	*	e8b3b0	*	*	*	*	*
8627	*	*	*	*	*	*	7b72	ee92	*	*	ee92,fbae	ee92,fbae	*	*	ee92,fbae	*	8cf4	*	e8b3b4	*	*	*	*	*
8628	*	*	*	*	*	*	7b73	ee93	*	*	ee93,fbaf	ee93,fbaf	*	*	ee93,fbaf	*	8d12	*	e8b492	*	*	*	*	*
8629	*	*	*	*	*	*	7b74	ee94	*	*	ee94,fbb0	ee94,fbb0	*	*	ee94,fbb0	*	8d76	*	e8b5b6	*	*	*	*	*
8630	*	*	*	*	*	*	7b75	ee95	*	*	ee95,fbb1	ee95,fbb1	*	*	ee95,fbb1	*	fa23	*	efa8a3	*	*	*	*	*
8631	*	*	*	*	*	*	7b76	ee96	*	*	ee96,fbb2	ee96,fbb2	*	*	ee96,fbb2	*	8ecf	*	e8bb8f	*	*	*	*	*
8632	*	*	*	*	*	*	7b77	ee97	*	*	ee97,fbb3	ee97,fbb3	*	*	ee97,fbb3	*	fa24	*	efa8a4	*	*	*	*	*
8633	*	*	*	*	*	*	7b78	ee98	*	*	ee98,fbb4	ee98,fbb4	*	*	ee98,fbb4	*	fa25	*	efa8a5	*	*	*	*	*
8634	*	*	*	*	*	*	7b79	ee99	*	*	ee99,fbb5	ee99,fbb5	*	*	ee99,fbb5	*	9067	*	e981a7	*	*	*	*	*
8635	*	*	*	*	*	*	7b7a	ee9a	*	*	ee9a,fbb6	ee9a,fbb6	*	*	ee9a,fbb6	*	90de	*	e9839e	*	*	*	*	*
8636	*	*	*	*	*	*	7b7b	ee9b	*	*	ee9b,fbb7	ee9b,fbb7	*	*	ee9b,fbb7	*	fa26	*	efa8a6	*	*	*	*	*
8637	*	*	*	*	*	*	7b7c	ee9c	*	*	ee9c,fbb8	ee9c,fbb8	*	*	ee9c,fbb8	*	9115	*	e98495	*	*	*	*	*
8638	*	*	*	*	*	*	7b7d	ee9d	*	*	ee9d,fbb9	ee9d,fbb9	*	*	ee9d,fbb9	*	9127	*	e984a7	*	*	*	*	*
8639	*	*	*	*	*	*	7b7e	ee9e	*	*	ee9e,fbba	ee9e,fbba	*	*	ee9e,fbba	*	91da	*	e9879a	*	*	*	*	*
8640	*	*	*	*	*	*	7c21	ee9f	*	*	ee9f,fbbb	ee9f,fbbb	*	*	ee9f,fbbb	*	91d7	*	e98797	*	*	*	*	*
8641	*	*	*	*	*	*	7c22	eea0	*	*	eea0,fbbc	eea0,fbbc	*	*	eea0,fbbc	*	91de	*	e9879e	*	*	*	*	*
8642	*	*	*	*	*	*	7c23	eea1	*	*	eea1,fbbd	eea1,fbbd	*	*	eea1,fbbd	*	91ed	*	e987ad	*	*	*	*	*
8643	*	*	*	*	*	*	7c24	eea2	*	*	eea2,fbbe	eea2,fbbe	*	*	eea2,fbbe	*	91ee	*	e987ae	*	*	*	*	*
8644	*	*	*	*	*	*	7c25	eea3	*	*	eea3,fbbf	eea3,fbbf	*	*	eea3,fbbf	*	91e4	*	e987a4	*	*	*	*	*
8645	*	*	*	*	*	*	7c26	eea4	*	*	eea4,fbc0	eea4,fbc0	*	*	eea4,fbc0	*	91e5	*	e987a5	*	*	*	*	*
8646	*	*	*	*	*	*	7c27	eea5	*	*	eea5,fbc1	eea5,fbc1	*	*	eea5,fbc1	*	9206	*	e98886	*	*	*	*	*
8647	*	*	*	*	*	*	7c28	eea6	*	*	eea6,fbc2	eea6,fbc2	*	*	eea6,fbc2	*	9210	*	e98890	*	*	*	*	*
8648	*	*	*	*	*	*	7c29	eea7	*	*	eea7,fbc3	eea7,fbc3	*	*	eea7,fbc3	*	920a	*	e9888a	*	*	*	*	*
8649	*	*	*	*	*	*	7c2a	eea8	*	*	eea8,fbc4	eea8,fbc4	*	*	eea8,fbc4	*	923a	*	e988ba	*	*	*	*	*
8650	*	*	*	*	*	*	7c2b	eea9	*	*	eea9,fbc5	eea9,fbc5	*	*	eea9,fbc5	*	9240	*	e98980	*	*	*	*	*
8651	*	*	*	*	*	*	7c2c	eeaa	*	*	eeaa,fbc6	eeaa,fbc6	*	*	eeaa,fbc6	*	923c	*	e988bc	*	*	*	*	*
8652	*	*	*	*	*	*	7c2d	eeab	*	*	eeab,fbc7	eeab,fbc7	*	*	eeab,fbc7	*	924e	*	e9898e	*	*	*	*	*
8653	*	*	*	*	*	*	7c2e	eeac	*	*	eeac,fbc8	eeac,fbc8	*	*	eeac,fbc8	*	9259	*	e98999	*	*	*	*	*
8654	*	*	*	*	*	*	7c2f	eead	*	*	eead,fbc9	eead,fbc9	*	*	eead,fbc9	*	9251	*	e98991	*	*	*	*	*
8655	*	*	*	*	*	*	7c30	eeae	*	*	eeae,fbca	eeae,fbca	*	*	eeae,fbca	*	9239	*	e988b9	*	*	*	*	*
8656	*	*	*	*	*	*	7c31	eeaf	*	*	eeaf,fbcb	eeaf,fbcb	*	*	eeaf,fbcb	*	9267	*	e989a7	*	*	*	*	*
8657	*	*	*	*	*	*	7c32	eeb0	*	*	eeb0,fbcc	eeb0,fbcc	*	*	eeb0,fbcc	*	92a7	*	e98aa7	*	*	*	*	*
8658	*	*	*	*	*	*	7c33	eeb1	*	*	eeb1,fbcd	eeb1,fbcd	*	*	eeb1,fbcd	*	9277	*	e989b7	*	*	*	*	*
8659	*	*	*	*	*	*	7c34	eeb2	*	*	eeb2,fbce	eeb2,fbce	*	*	eeb2,fbce	*	9278	*	e989b8	*	*	*	*	*
8660	*	*	*	*	*	*	7c35	eeb3	*	*	eeb3,fbcf	eeb3,fbcf	*	*	eeb3,fbcf	*	92e7	*	e98ba7	*	*	*	*	*
8661	*	*	*	*	*	*	7c36	eeb4	*	*	eeb4,fbd0	eeb4,fbd0	*	*	eeb4,fbd0	*	92d7	*	e98b97	*	*	*	*	*
8662	*	*	*	*	*	*	7c37	eeb5	*	*	eeb5,fbd1	eeb5,fbd1	*	*	eeb5,fbd1	*	92d9	*	e98b99	*	*	*	*	*
8663	*	*	*	*	*	*	7c38	eeb6	*	*	eeb6,fbd2	eeb6,fbd2	*	*	eeb6,fbd2	*	92d0	*	e98b90	*	*	*	*	*
8664	*	*	*	*	*	*	7c39	eeb7	*	*	eeb7,fbd3	eeb7,fbd3	*	*	eeb7,fbd3	*	fa27	*	efa8a7	*	*	*	*	*
8665	*	*	*	*	*	*	7c3a	eeb8	*	*	eeb8,fbd4	eeb8,fbd4	*	*	eeb8,fbd4	*	92d5	*	e98b95	*	*	*	*	*
8666	*	*	*	*	*	*	7c3b	eeb9	*	*	eeb9,fbd5	eeb9,fbd5	*	*	eeb9,fbd5	*	92e0	*	e98ba0	*	*	*	*	*
8667	*	*	*	*	*	*	7c3c	eeba	*	*	eeba,fbd6	eeba,fbd6	*	*	eeba,fbd6	*	92d3	*	e98b93	*	*	*	*	*
8668	*	*	*	*	*	*	7c3d	eebb	*	*	eebb,fbd7	eebb,fbd7	*	*	eebb,fbd7	*	9325	*	e98ca5	*	*	*	*	*
8669	*	*	*	*	*	*	7c3e	eebc	*	*	eebc,fbd8	eebc,fbd8	*	*	eebc,fbd8	*	9321	*	e98ca1	*	*	*	*	*
8670	*	*	*	*	*	*	7c3f	eebd	*	*	eebd,fbd9	eebd,fbd9	*	*	eebd,fbd9	*	92fb	*	e98bbb	*	*	*	*	*
8671	*	*	*	*	*	*	7c40	eebe	*	*	eebe,fbda	eebe,fbda	*	*	eebe,fbda	*	fa28	*	efa8a8	*	*	*	*	*
8672	*	*	*	*	*	*	7c41	eebf	*	*	eebf,fbdb	eebf,fbdb	*	*	eebf,fbdb	*	931e	*	e98c9e	*	*	*	*	*
8673	*	*	*	*	*	*	7c42	eec0	*	*	eec0,fbdc	eec0,fbdc	*	*	eec0,fbdc	*	92ff	*	e98bbf	*	*	*	*	*
8674	*	*	*	*	*	*	7c43	eec1	*	*	eec1,fbdd	eec1,fbdd	*	*	eec1,fbdd	*	931d	*	e98c9d	*	*	*	*	*
8675	*	*	*	*	*	*	7c44	eec2	*	*	eec2,fbde	eec2,fbde	*	*	eec2,fbde	*	9302	*	e98c82	*	*	*	*	*
8676	*	*	*	*	*	*	7c45	eec3	*	*	eec3,fbdf	eec3,fbdf	*	*	eec3,fbdf	*	9370	*	e98db0	*	*	*	*	*
8677	*	*	*	*	*	*	7c46	eec4	*	*	eec4,fbe0	eec4,fbe0	*	*	eec4,fbe0	*	9357	*	e98d97	*	*	*	*	*
8678	*	*	*	*	*	*	7c47	eec5	*	*	eec5,fbe1	eec5,fbe1	*	*	eec5,fbe1	*	93a4	*	e98ea4	*	*	*	*	*
8679	*	*	*	*	*	*	7c48	eec6	*	*	eec6,fbe2	eec6,fbe2	*	*	eec6,fbe2	*	93c6	*	e98f86	*	*	*	*	*
8680	*	*	*	*	*	*	7c49	eec7	*	*	eec7,fbe3	eec7,fbe3	*	*	eec7,fbe3	*	93de	*	e98f9e	*	*	*	*	*
8681	*	*	*	*	*	*	7c4a	eec8	*	*	eec8,fbe4	eec8,fbe4	*	*	eec8,fbe4	*	93f8	*	e98fb8	*	*	*	*	*
8682	*	*	*	*	*	*	7c4b	eec9	*	*	eec9,fbe5	eec9,fbe5	*	*	eec9,fbe5	*	9431	*	e990b1	*	*	*	*	*
8683	*	*	*	*	*	*	7c4c	eeca	*	*	eeca,fbe6	eeca,fbe6	*	*	eeca,fbe6	*	9445	*	e99185	*	*	*	*	*
8684	*	*	*	*	*	*	7c4d	eecb	*	*	eecb,fbe7	eecb,fbe7	*	*	eecb,fbe7	*	9448	*	e99188	*	*	*	*	*
8685	*	*	*	*	*	*	7c4e	eecc	*	*	eecc,fbe8	eecc,fbe8	*	*	eecc,fbe8	*	9592	*	e99692	*	*	*	*	*
8686	*	*	*	*	*	*	7c4f	eecd	*	*	eecd,fbe9	eecd,fbe9	*	*	eecd,fbe9	*	f9dc	*	efa79c	*	*	*	*	*
8687	*	*	*	*	*	*	7c50	eece	*	*	eece,fbea	eece,fbea	*	*	eece,fbea	*	fa29	*	efa8a9	*	*	*	*	*
8688	*	*	*	*	*	*	7c51	eecf	*	*	eecf,fbeb	eecf,fbeb	*	*	eecf,fbeb	*	969d	*	e99a9d	*	*	*	*	*
8689	*	*	*	*	*	*	7c52	eed0	*	*	eed0,fbec	eed0,fbec	*	*	eed0,fbec	*	96af	*	e99aaf	*	*	*	*	*
8690	*	*	*	*	*	*	7c53	eed1	*	*	eed1,fbed	eed1,fbed	*	*	eed1,fbed	*	9733	*	e99cb3	*	*	*	*	*
8691	*	*	*	*	*	*	7c54	eed2	*	*	eed2,fbee	eed2,fbee	*	*	eed2,fbee	*	973b	*	e99cbb	*	*	*	*	*
8692	*	*	*	*	*	*	7c55	eed3	*	*	eed3,fbef	eed3,fbef	*	*	eed3,fbef	*	9743	*	e99d83	*	*	*	*	*
8693	*	*	*	*	*	*	7c56	eed4	*	*	eed4,fbf0	eed4,fbf0	*	*	eed4,fbf0	*	974d	*	e99d8d	*	*	*	*	*
8694	*	*	*	*	*	*	7c57	eed5	*	*	eed5,fbf1	eed5,fbf1	*	*	eed5,fbf1	*	974f	*	e99d8f	*	*	*	*	*
8695	*	*	*	*	*	*	7c58	eed6	*	*	eed6,fbf2	eed6,fbf2	*	*	eed6,fbf2	*	2fad,9751	*	e2bead,e99d91	*	*	*	*	*
8696	*	*	*	*	*	*	7c59	eed7	*	*	eed7,fbf3	eed7,fbf3	*	*	eed7,fbf3	*	9755	*	e99d95	*	*	*	*	*
8697	*	*	*	*	*	*	7c5a	eed8	*	*	eed8,fbf4	eed8,fbf4	*	*	eed8,fbf4	*	9857	*	e9a197	*	*	*	*	*
8698	*	*	*	*	*	*	7c5b	eed9	*	*	eed9,fbf5	eed9,fbf5	*	*	eed9,fbf5	*	9865	*	e9a1a5	*	*	*	*	*
8699	*	*	*	*	*	*	7c5c	eeda	*	*	eeda,fbf6	eeda,fbf6	*	*	eeda,fbf6	*	fa2a	*	efa8aa	*	*	*	*	*
8700	*	*	*	*	*	*	7c5d	eedb	*	*	eedb,fbf7	eedb,fbf7	*	*	eedb,fbf7	*	fa2b	*	efa8ab	*	*	*	*	*
8701	*	*	*	*	*	*	7c5e	eedc	*	*	eedc,fbf8	eedc,fbf8	*	*	eedc,fbf8	*	9927	*	e9a4a7	*	*	*	*	*
8702	*	*	*	*	*	*	7c5f	eedd	*	*	eedd,fbf9	eedd,fbf9	*	*	eedd,fbf9	*	fa2c	*	efa8ac	*	*	*	*	*
8703	*	*	*	*	*	*	7c60	eede	*	*	eede,fbfa	eede,fbfa	*	*	eede,fbfa	*	999e	*	e9a69e	*	*	*	*	*
8704	*	*	*	*	*	*	7c61	eedf	*	*	eedf,fbfb	eedf,fbfb	*	*	eedf,fbfb	*	9a4e	*	e9a98e	*	*	*	*	*
8705	*	*	*	*	*	*	7c62	eee0	*	*	eee0,fbfc	eee0,fbfc	*	*	eee0,fbfc	*	9ad9	*	e9ab99	*	*	*	*	*
8706	*	*	*	*	*	*	7c63	eee1	*	*	eee1,fc40	eee1,fc40	*	*	eee1,fc40	*	9adc	*	e9ab9c	*	*	*	*	*
8707	*	*	*	*	*	*	7c64	eee2	*	*	eee2,fc41	eee2,fc41	*	*	eee2,fc41	*	9b75	*	e9adb5	*	*	*	*	*
8708	*	*	*	*	*	*	7c65	eee3	*	*	eee3,fc42	eee3,fc42	*	*	eee3,fc42	*	9b72	*	e9adb2	*	*	*	*	*
8709	*	*	*	*	*	*	7c66	eee4	*	*	eee4,fc43	eee4,fc43	*	*	eee4,fc43	*	9b8f	*	e9ae8f	*	*	*	*	*
8710	*	*	*	*	*	*	7c67	eee5	*	*	eee5,fc44	eee5,fc44	*	*	eee5,fc44	*	9bb1	*	e9aeb1	*	*	*	*	*
8711	*	*	*	*	*	*	7c68	eee6	*	*	eee6,fc45	eee6,fc45	*	*	eee6,fc45	*	9bbb	*	e9aebb	*	*	*	*	*
8712	*	*	*	*	*	*	7c69	eee7	*	*	eee7,fc46	eee7,fc46	*	*	eee7,fc46	*	9c00	*	e9b080	*	*	*	*	*
8713	*	*	*	*	*	*	7c6a	eee8	*	*	eee8,fc47	eee8,fc47	*	*	eee8,fc47	*	9d70	*	e9b5b0	*	*	*	*	*
8714	*	*	*	*	*	*	7c6b	eee9	*	*	eee9,fc48	eee9,fc48	*	*	eee9,fc48	*	9d6b	*	e9b5ab	*	*	*	*	*
8715	*	*	*	*	*	*	7c6c	eeea	*	*	eeea,fc49	eeea,fc49	*	*	eeea,fc49	*	fa2d	*	efa8ad	*	*	*	*	*
8716	*	*	*	*	*	*	7c6d	eeeb	*	*	eeeb,fc4a	eeeb,fc4a	*	*	eeeb,fc4a	*	9e19	*	e9b899	*	*	*	*	*
8717	*	*	*	*	*	*	7c6e	eeec	*	*	eeec,fc4b	eeec,fc4b	*	*	eeec,fc4b	*	9ed1	*	e9bb91	*	*	*	*	*
8718	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8719	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	005c,005cv	*	*	*	*	*	*
8720	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8721	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8722	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8723	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8724	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8725	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8726	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8727	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8728	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
